ID,Imprinted Gene,Gene,Paternal/Maternal,Variant and risk allele,P-value,P-value annotation,RAF,OR,Beta,CI,Mapped gene,Reported trait,Trait(s),Study accession,Location,Grouping
1243,IGF2,IGF2,Paternal,rs35506085-<b>A</b>,2 x 10-8,,0.1887,'-,0.028758 mg/dL decrease,[0.019-0.039],"INS-IGF2, IGF2-AS",Urate levels,urate measurement,GCST008971,11:2144346,Metabolism
1244,IGF2,IGF2,Paternal,rs3741210-<b>A</b>,1 x 10-8,,0.6584,'-,0.0193 mg/dL increase,[0.013-0.026],"IGF2-AS, INS-IGF2",Urate levels,urate measurement,GCST008972,11:2148310,Metabolism
1271,IGF2,IGF2,Paternal,rs7948458-<b>C</b>,2 x 10-11,,NR,'-,0.0202 unit increase,[0.014-0.026],INS-IGF2,Urate levels,urate measurement,GCST90019524,11:2151600,Metabolism
1290,IGF2,IGF2,Paternal,rs3842752-<b>A</b>,2 x 10-16,,NR,'-,0.0234 unit increase,[0.018-0.029],"INS-IGF2, INS",Urate levels,urate measurement,GCST90019524,11:2159843,Metabolism
1310,IGF2,IGF2,Paternal,rs7482894-<b>T</b>,4 x 10-14,,0.65,'-,0.0147 unit increase,[0.011-0.019],"H19, IGF2",Urate levels,urate measurement,GCST011119,11:2100034,Metabolism
1315,IGF2,IGF2,Paternal,rs3842748-<b>C</b>,1 x 10-17,,0.23,'-,0.0193 unit increase,[0.015-0.024],"INS-IGF2, INS",Urate levels,urate measurement,GCST011119,11:2160165,Metabolism
1322,IGF2,IGF2-AS,Paternal,rs35506085-<b>A</b>,2 x 10-8,,0.1887,'-,0.028758 mg/dL decrease,[0.019-0.039],"INS-IGF2, IGF2-AS",Urate levels,urate measurement,GCST008971,11:2144346,Metabolism
1323,IGF2,IGF2-AS,Paternal,rs3741210-<b>A</b>,1 x 10-8,,0.6584,'-,0.0193 mg/dL increase,[0.013-0.026],"IGF2-AS, INS-IGF2",Urate levels,urate measurement,GCST008972,11:2148310,Metabolism
1350,IGF2,INS-IGF2,Paternal,rs7948458-<b>C</b>,2 x 10-11,,NR,'-,0.0202 unit increase,[0.014-0.026],INS-IGF2,Urate levels,urate measurement,GCST90019524,11:2151600,Metabolism
1368,IGF2,INS-IGF2,Paternal,rs35506085-<b>A</b>,2 x 10-8,,0.1887,'-,0.028758 mg/dL decrease,[0.019-0.039],"INS-IGF2, IGF2-AS",Urate levels,urate measurement,GCST008971,11:2144346,Metabolism
1369,IGF2,INS-IGF2,Paternal,rs3741210-<b>A</b>,1 x 10-8,,0.6584,'-,0.0193 mg/dL increase,[0.013-0.026],"IGF2-AS, INS-IGF2",Urate levels,urate measurement,GCST008972,11:2148310,Metabolism
1373,IGF2,INS-IGF2,Paternal,rs3842752-<b>A</b>,2 x 10-16,,NR,'-,0.0234 unit increase,[0.018-0.029],"INS-IGF2, INS",Urate levels,urate measurement,GCST90019524,11:2159843,Metabolism
1390,IGF2,INS-IGF2,Paternal,rs3842748-<b>C</b>,1 x 10-17,,0.23,'-,0.0193 unit increase,[0.015-0.024],"INS-IGF2, INS",Urate levels,urate measurement,GCST011119,11:2160165,Metabolism
1401,INS,INS,Paternal,rs3842752-<b>A</b>,2 x 10-16,,NR,'-,0.0234 unit increase,[0.018-0.029],"INS-IGF2, INS",Urate levels,urate measurement,GCST90019524,11:2159843,Metabolism
1424,INS,INS,Paternal,rs7948458-<b>C</b>,2 x 10-11,,NR,'-,0.0202 unit increase,[0.014-0.026],INS-IGF2,Urate levels,urate measurement,GCST90019524,11:2151600,Metabolism
1434,INS,INS,Paternal,rs35506085-<b>A</b>,2 x 10-8,,0.1887,'-,0.028758 mg/dL decrease,[0.019-0.039],"INS-IGF2, IGF2-AS",Urate levels,urate measurement,GCST008971,11:2144346,Metabolism
1435,INS,INS,Paternal,rs3741210-<b>A</b>,1 x 10-8,,0.6584,'-,0.0193 mg/dL increase,[0.013-0.026],"IGF2-AS, INS-IGF2",Urate levels,urate measurement,GCST008972,11:2148310,Metabolism
1442,INS,INS,Paternal,rs3842748-<b>C</b>,1 x 10-17,,0.23,'-,0.0193 unit increase,[0.015-0.024],"INS-IGF2, INS",Urate levels,urate measurement,GCST011119,11:2160165,Metabolism
1481,INS,INS-IGF2,Paternal,rs7948458-<b>C</b>,2 x 10-11,,NR,'-,0.0202 unit increase,[0.014-0.026],INS-IGF2,Urate levels,urate measurement,GCST90019524,11:2151600,Metabolism
1499,INS,INS-IGF2,Paternal,rs35506085-<b>A</b>,2 x 10-8,,0.1887,'-,0.028758 mg/dL decrease,[0.019-0.039],"INS-IGF2, IGF2-AS",Urate levels,urate measurement,GCST008971,11:2144346,Metabolism
1500,INS,INS-IGF2,Paternal,rs3741210-<b>A</b>,1 x 10-8,,0.6584,'-,0.0193 mg/dL increase,[0.013-0.026],"IGF2-AS, INS-IGF2",Urate levels,urate measurement,GCST008972,11:2148310,Metabolism
1504,INS,INS-IGF2,Paternal,rs3842752-<b>A</b>,2 x 10-16,,NR,'-,0.0234 unit increase,[0.018-0.029],"INS-IGF2, INS",Urate levels,urate measurement,GCST90019524,11:2159843,Metabolism
1521,INS,INS-IGF2,Paternal,rs3842748-<b>C</b>,1 x 10-17,,0.23,'-,0.0193 unit increase,[0.015-0.024],"INS-IGF2, INS",Urate levels,urate measurement,GCST011119,11:2160165,Metabolism
1531,IRAIN,IRAIN,Paternal,rs8035887-<b>?</b>,4 x 10-7,(EA),NR,'-,0.6866 unit decrease,[NR],"FAM169B, IRAIN",3-hydroxy-1-methylpropylmercapturic acid levels in smokers,"smoking behavior, 3-hydroxy-1-methylpropylmercapturic acid measurement",GCST002957,15:98618223,Metabolism
2364,MIMT1,MIMT1,Paternal,rs7249211-<b>G</b>,6 x 10-6,(men),0.29,'-,0.104 kg/m2 increase,[0.059-0.149],"MIMT1, AC044792.1",Urate levels in lean individuals,"urate measurement, underweight body mass index status",GCST002830,19:56906546,Metabolism
2657,RHOBTB3,RHOBTB3,Paternal,rs17085064-<b>?</b>,6 x 10-6,(glutamate),NR,'-,0.1610073 unit increase,[0.091-0.231],"GLRX, RHOBTB3",Metabolite levels,glutamate measurement,GCST009391,5:95785831,Metabolism
3053,WT1,WT1,Paternal,rs12292135-<b>G</b>,2 x 10-9,,0.684313,'-,0.0126524 unit increase,[0.0085-0.0168],WT1-AS,Apolipoprotein A1 levels,apolipoprotein A 1 measurement,GCST010241,11:32448758,Metabolism
3072,WT1,WT1-AS,Paternal,rs12292135-<b>G</b>,2 x 10-9,,0.684313,'-,0.0126524 unit increase,[0.0085-0.0168],WT1-AS,Apolipoprotein A1 levels,apolipoprotein A 1 measurement,GCST010241,11:32448758,Metabolism
3086,WT1-AS,WT1-AS,Paternal,rs12292135-<b>G</b>,2 x 10-9,,0.684313,'-,0.0126524 unit increase,[0.0085-0.0168],WT1-AS,Apolipoprotein A1 levels,apolipoprotein A 1 measurement,GCST010241,11:32448758,Metabolism
3097,WT1,WTIP,Paternal,rs16969368-<b>?</b>,3 x 10-6,(TAG 58:11),NR,'-,0.5476408 unit decrease,[0.32-0.78],WTIP,Metabolite levels,triacylglycerol 58:10 measurement,GCST009391,19:34494550,Metabolism
3098,WT1,WTIP,Paternal,rs16969368-<b>?</b>,7 x 10-6,(TAG 58:12),NR,'-,0.5265684 unit decrease,[0.3-0.76],WTIP,Metabolite levels,triacylglycerol 58:12 measurement,GCST009391,19:34494550,Metabolism
3099,WT1,WTIP,Paternal,rs16969368-<b>?</b>,3 x 10-6,(TAG 60:12),NR,'-,0.5479422 unit decrease,[0.32-0.78],WTIP,Metabolite levels,triacylglycerol 60:12 measurement,GCST009391,19:34494550,Metabolism
3100,WT1,WTIP,Paternal,rs16969368-<b>?</b>,5 x 10-6,(TAG 58:10),NR,'-,0.5285057 unit decrease,[0.3-0.76],WTIP,Metabolite levels,triacylglycerol 58:10 measurement,GCST009391,19:34494550,Metabolism
3197,ZFP90,ZFP90,Paternal,rs142674134-<b>?</b>,5 x 10-10,(AGRP),NR,'-,1.67397 unit increase,[1.15-2.2],"ZFP90, RPL35AP33",Blood protein levels,Agouti-related protein measurement,GCST009696,16:68521135,Metabolism
166,DLGAP2,DLGAP2,Paternal,rs12793607-<b>?</b> x rs9650538-<b>?</b>,8 x 10-9,,NR,'-,'-,'-,AP002387.1 x DLGAP2,Total PHF-tau (SNP x SNP interaction),PHF-tau measurement,GCST010340,11:71418270|8:997830,Nervous System
167,DLGAP2,DLGAP2,Paternal,rs4923680-<b>?</b> x rs11778949-<b>?</b>,9 x 10-8,,NR,'-,'-,'-,NDUFA12 x DLGAP2,Neurofibrillary tangles (SNP x SNP interaction),neurofibrillary tangles measurement,GCST010343,12:94955273|8:1049463,Nervous System
168,DLGAP2,DLGAP2,Paternal,rs1713428-<b>?</b> x rs11785306-<b>?</b>,7 x 10-8,,NR,'-,'-,'-,RNA5SP382 - KLHL33 x DLGAP2,Total PHF-tau (SNP x SNP interaction),PHF-tau measurement,GCST010340,14:20420021|8:1303819,Nervous System
169,DLGAP2,DLGAP2,Paternal,rs1078321-<b>G</b>,9 x 10-6,,0.420485,'-,0.302747 unit increase,[0.17-0.44],DLGAP2,Neuritic plaque,neuritic plaque measurement,GCST008829,8:1072377,Nervous System
170,DLGAP2,DLGAP2,Paternal,rs112455974-<b>A</b>,4 x 10-7,,NR,1.97,'-,[1.72-2.25],DLGAP2,Stroke,stroke,GCST011176,8:1624708,Nervous System
171,DLGAP2,DLGAP2,Paternal,rs117603268-<b>G</b>,7 x 10-7,,0.025,'-,0.17 unit increase,NR,DLGAP2,Tau burden,t-tau measurement,GCST011624,8:871593,Nervous System
313,DNMT1,DNMT1,Paternal,rs7937007-<b>?</b> x rs10407514-<b>?</b>,6 x 10-8,,NR,'-,'-,'-,"AC107884.1, SYT9 x DNMT1",Neurofibrillary tangles (SNP x SNP interaction),neurofibrillary tangles measurement,GCST010343,11:7445125|19:10144436,Nervous System
343,DSCAM,DSCAM,Paternal,rs727333-<b>C</b>,4 x 10-14,,0.62,3.846154,'-,[2.78-5.56],DSCAM,Intracranial aneurysm,brain aneurysm,GCST007354,21:40331020,Nervous System
344,DSCAM,DSCAM,Paternal,rs2085759-<b>?</b> x rs2837504-<b>?</b>,1 x 10-7,,NR,'-,'-,'-,LINC02511 x DSCAM,Total amyloid (SNP x SNP interaction),amyloid-beta measurement,GCST010339,4:136823860|21:40206658,Nervous System
339,DSCAM,DSCAM,Paternal,rs2249498-<b>?</b>,5 x 10-7,,'-,'-,'-,'-,DSCAM,Foot plantar flexion strength in Charcot-Marie-Tooth disease 1A,"Charcot-Marie-Tooth disease type 1A, foot muscle strength measurement",GCST008539,21:40059947,Nervous System
418,GDAP1L1,GDAP1L1,Paternal,rs190457471-<b>A</b>,5 x 10-6,(liability model),0.004,'-,0.68 unit increase,[0.39-0.97],"OSER1-DT, GDAP1L1",Late-onset Alzheimer's disease,late-onset Alzheimers disease,GCST003815,20:44233181,Nervous System
419,GDAP1L1,GDAP1L1,Paternal,rs75172958-<b>?</b>,3 x 10-6,,NR,'-,1748.7869 unit decrease,NR,GDAP1L1,Cerebrospinal fluid sTREM-2 levels,soluble triggering receptor expressed on myeloid cells 2 measurement,GCST009246,20:44247666,Nervous System
498,GLI3,GLI3,Paternal,rs2237425-<b>?</b> x rs7016311-<b>?</b>,8 x 10-8,,NR,'-,'-,'-,GLI3 x RN7SL318P - AC007718.1,Total PHF-tau (SNP x SNP interaction),PHF-tau measurement,GCST010340,7:42027757|8:5312987,Nervous System
499,GLI3,GLI3,Paternal,rs150749209-<b>T</b>,3 x 10-6,,NR,'-,4.66 z score decrease,'-,"LINC01448, GLI3",Longitudinal brain connectivity change (Louvain modularity),brain connectivity measurement,GCST009730,7:42454375,Nervous System
550,GLIS3,GLIS3,Paternal,rs4237150-<b>?</b>,3 x 10-9,,NR,'-,'-,'-,GLIS3,Circulating leptin levels or type 2 diabetes,"leptin measurement, type II diabetes mellitus",GCST010272,9:4290085,Nervous System
612,GLIS3,GLIS3,Paternal,rs12346050-<b>?</b> x rs12937078-<b>?</b>,2 x 10-8,,NR,'-,'-,'-,GLIS3 x MSI2,Total PHF-tau (SNP x SNP interaction),PHF-tau measurement,GCST010340,9:3836445|17:57422619,Nervous System
613,GLIS3,GLIS3,Paternal,rs7861718-<b>?</b>,7 x 10-13,,'-,'-,'-,'-,GLIS3,Brain morphology (min-P),"brain measurement, neuroimaging measurement",GCST010699,9:3924447,Nervous System
614,GLIS3,GLIS3,Paternal,rs7861718-<b>?</b>,3 x 10-8,,'-,'-,'-,'-,GLIS3,Brain morphology (MOSTest),"brain measurement, neuroimaging measurement",GCST010703,9:3924447,Nervous System
615,GLIS3,GLIS3,Paternal,rs7861718-<b>?</b>,2 x 10-11,,'-,'-,'-,'-,GLIS3,Subcortical volume (MOSTest),"neuroimaging measurement, brain volume measurement",GCST010702,9:3924447,Nervous System
616,GLIS3,GLIS3,Paternal,rs7861718-<b>?</b>,2 x 10-13,,'-,'-,'-,'-,GLIS3,Subcortical volume (min-P),"neuroimaging measurement, brain volume measurement",GCST010698,9:3924447,Nervous System
617,GLIS3,GLIS3,Paternal,rs624290-<b>C</b>,1 x 10-6,,0.106,'-,0.044 unit decrease,[0.026-0.062],GLIS3,Cerebrospinal T-tau levels,t-tau measurement,GCST004071,9:3928115,Nervous System
618,GLIS3,GLIS3,Paternal,rs514716-<b>C</b>,3 x 10-8,,0.125,'-,0.049 unit decrease,[0.031-0.067],GLIS3,Cerebrospinal P-tau181p levels,p-tau measurement,GCST004070,9:3929424,Nervous System
619,GLIS3,GLIS3,Paternal,rs514716-<b>G</b>,1 x 10-8,(tau),NR,'-,0.071 unit decrease,[NR],GLIS3,Alzheimer's disease biomarkers,"Alzheimer's disease, t-tau measurement",GCST001951,9:3929424,Nervous System
620,GLIS3,GLIS3,Paternal,rs514716-<b>G</b>,3 x 10-9,(ptau),NR,'-,0.072 unit decrease,[NR],GLIS3,Alzheimer's disease biomarkers,"Alzheimer's disease, p-tau measurement",GCST001951,9:3929424,Nervous System
770,DIRAS3,GNG12-AS1,Paternal,rs1808596-<b>?</b>,2 x 10-10,,'-,'-,'-,'-,"CTBP2P8, WLS, GNG12-AS1",Brain morphology (MOSTest),"brain measurement, neuroimaging measurement",GCST010703,1:68162260,Nervous System
771,DIRAS3,GNG12-AS1,Paternal,rs1808596-<b>?</b>,1 x 10-8,,'-,'-,'-,'-,"CTBP2P8, WLS, GNG12-AS1",Cortical surface area (MOSTest),"cortical surface area measurement, neuroimaging measurement",GCST010701,1:68162260,Nervous System
772,DIRAS3,GNG12-AS1,Paternal,rs1556401-<b>?</b> x rs12741473-<b>?</b>,2 x 10-8,,NR,'-,'-,'-,"KIAA1217 x GNG12-AS1, WLS",Total PHF-tau (SNP x SNP interaction),PHF-tau measurement,GCST010340,10:24405786|1:68116316,Nervous System
885,HECW1,HECW1,Paternal,rs55704525-<b>G</b>,3 x 10-7,,0.01,'-,0.3463 unit increase,[NR],HECW1,Cerebrospinal fluid AB1-42 levels,"beta-amyloid 1-42 measurement, cerebrospinal fluid biomarker measurement",GCST003072,7:43528967,Nervous System
886,HECW1,HECW1,Paternal,rs10245574-<b>?</b>,3 x 10-6,,'-,'-,'-,'-,HECW1,Caudal anterior-cingulate cortex volume,caudal anterior cingulate cortex volume measurement,GCST009175,7:43544922,Nervous System
884,HECW1,HECW1,Paternal,rs17172199-<b>?</b>,1 x 10-6,,0.08,'-,0.28 unit decrease,'-,HECW1,Alzheimer's disease (cognitive decline),Alzheimer's disease,GCST001915,7:43337677,Nervous System
1227,IGF2,IGF2,Paternal,rs4529869-<b>A</b>,3 x 10-6,,0.5051,'-,0.0293 unit decrease,[0.017-0.042],IGF2,Periventricular white matter hyperintensities,white matter hyperintensity measurement,GCST010726,11:2123215,Nervous System
2177,LIN28B,LIN28B,Paternal,rs314277-<b>?</b>,5 x 10-6,,'-,'-,'-,'-,LIN28B,Accelerated cognitive decline after conversion of mild cognitive impairment to Alzheimer's disease (Alzhiemer's diagnosis trajectory interaction),"Alzheimer's disease, cognitive decline measurement, Cognitive impairment",GCST004253,6:104959787,Nervous System
2178,LIN28B,LIN28B,Paternal,rs17065417-<b>A</b>,1 x 10-8,,0.89,1.38,'-,[1.23-1.54],LIN28B,Neuroblastoma,neuroblastoma,GCST001660,6:104958399,Nervous System
2179,LIN28B,LIN28B,Paternal,rs17065417-<b>C</b>,5 x 10-9,"(European American, conditioned on rs72990858)",0.9,1.4285715,'-,[1.25-1.67],LIN28B,Sporadic neuroblastoma,neuroblastoma,GCST004510,6:104958399,Nervous System
2560,PLAGL1,PLAGL1,Paternal,rs6928827-<b>A</b>,9 x 10-6,(EA),0.1263,'-,'-,'-,PLAGL1,Anti-saccade response,antisaccade response measurement,GCST005025,6:143994082,Nervous System
2594,RASGRF1,RASGRF1,Paternal,rs62013236-<b>C</b>,9 x 10-17,,NR,1.106,'-,NR,"CTSH, RASGRF1",Multiple sclerosis,multiple sclerosis,GCST009597,15:78955140,Nervous System
2658,RHOBTB3,RHOBTB3,Paternal,rs12917426-<b>?</b> x rs9314160-<b>?</b>,1 x 10-9,,NR,'-,'-,'-,"LINC02351 x RHOBTB3, GLRX",Diffuse plaques (SNP x SNP interaction),diffuse plaque measurement,GCST010341,15:98368760|5:95820753,Nervous System
2673,SGCE,SGCE,Paternal,rs4330611-<b>?</b> x rs7174784-<b>?</b>,2 x 10-9,,NR,'-,'-,'-,SGCE x AC087762.1,Neurofibrillary tangles (SNP x SNP interaction),neurofibrillary tangles measurement,GCST010343,7:94642686|15:100761839,Nervous System
3058,WT1,WT1,Paternal,rs2067666-<b>?</b> x rs11085752-<b>?</b>,4 x 10-8,,NR,'-,'-,'-,WT1-AS - EIF3M x TIMM29 - SMARCA4,Diffuse plaques (SNP x SNP interaction),diffuse plaque measurement,GCST010341,11:32476809|19:10954733,Nervous System
3074,WT1,WT1-AS,Paternal,rs2067666-<b>?</b> x rs11085752-<b>?</b>,4 x 10-8,,NR,'-,'-,'-,WT1-AS - EIF3M x TIMM29 - SMARCA4,Diffuse plaques (SNP x SNP interaction),diffuse plaque measurement,GCST010341,11:32476809|19:10954733,Nervous System
3088,WT1-AS,WT1-AS,Paternal,rs2067666-<b>?</b> x rs11085752-<b>?</b>,4 x 10-8,,NR,'-,'-,'-,WT1-AS - EIF3M x TIMM29 - SMARCA4,Diffuse plaques (SNP x SNP interaction),diffuse plaque measurement,GCST010341,11:32476809|19:10954733,Nervous System
3119,ZDBF2,ZDBF2,Paternal,rs181263645-<b>G</b>,4 x 10-6,,0.936876333,'-,0.286888 unit decrease,[0.17-0.41],"ACER2P1, ZDBF2",Short-term memory (digit-span task),short-term memory,GCST007471,2:206401557,Nervous System
3120,ZDBF2,ZDBF2,Paternal,rs7874270-<b>?</b> x rs10196764-<b>?</b>,8 x 10-8,,NR,'-,'-,'-,AL355672.1 - AL592227.1 x ZDBF2 - ACER2P1,Diffuse plaques (SNP x SNP interaction),diffuse plaque measurement,GCST010341,9:11443473|2:206364804,Nervous System
3179,ZFAT,ZFAT,Paternal,rs13273819-<b>?</b>,4 x 10-6,,0.43,'-,0.08 unit increase,[0.021-0.139],"ZFAT, AC105180.2",Short-term memory (visuospatial task),memory performance,GCST006254,8:134433010,Nervous System
3180,ZFAT,ZFAT,Paternal,rs4909605-<b>?</b> x rs1941492-<b>?</b>,1 x 10-7,,NR,'-,'-,'-,ZFAT x AP005205.1 - AP005205.3,Neuritic plaques (SNP x SNP interaction),neuritic plaque measurement,GCST010342,8:134485918|18:6661947,Nervous System
3181,ZFAT,ZFAT,Paternal,rs1036819-<b>C</b>,5 x 10-9,,0.261,'-,'-,'-,"ZFAT-AS1, ZFAT",Cerebrospinal fluid t-tau:AB1-42 ratio,t-tau:beta-amyloid 1-42 ratio measurement,GCST007130,8:134599702,Nervous System
3186,ZFAT,ZFAT-AS1,Paternal,rs1036819-<b>C</b>,5 x 10-9,,0.261,'-,'-,'-,"ZFAT-AS1, ZFAT",Cerebrospinal fluid t-tau:AB1-42 ratio,t-tau:beta-amyloid 1-42 ratio measurement,GCST007130,8:134599702,Nervous System
3212,ZIM2,ZIM2,Paternal,rs10520571-<b>?</b> x rs7250785-<b>?</b>,2 x 10-9,,NR,'-,'-,'-,"ADAMTSL3 x ZNF71, ZIM2-AS1",Total PHF-tau (SNP x SNP interaction),PHF-tau measurement,GCST010340,15:83947580|19:56615360,Nervous System
3213,ZIM2,ZIM2,Paternal,rs7250785-<b>?</b> x rs12642242-<b>?</b>,2 x 10-9,,NR,'-,'-,'-,"ZNF71, ZIM2-AS1 x AC096773.1 - AC093772.1",Total PHF-tau (SNP x SNP interaction),PHF-tau measurement,GCST010340,19:56615360|4:127094149,Nervous System
3214,ZIM2,ZIM2,Paternal,rs7254537-<b>?</b> x rs7997628-<b>?</b>,1 x 10-9,,NR,'-,'-,'-,"ZNF71, ZIM2-AS1 x DCT - TGDS",Total PHF-tau (SNP x SNP interaction),PHF-tau measurement,GCST010340,19:56615673|13:94565598,Nervous System
3215,ZIM2,ZIM2,Paternal,rs7254537-<b>?</b> x rs678113-<b>?</b>,5 x 10-9,,NR,'-,'-,'-,"ZNF71, ZIM2-AS1 x IGDCC3",Total PHF-tau (SNP x SNP interaction),PHF-tau measurement,GCST010340,19:56615673|15:65365146,Nervous System
3216,ZIM2,ZIM2,Paternal,rs7254537-<b>?</b> x rs243018-<b>?</b>,1 x 10-9,,NR,'-,'-,'-,"ZNF71, ZIM2-AS1 x AC007381.1",Total PHF-tau (SNP x SNP interaction),PHF-tau measurement,GCST010340,19:56615673|2:60359572,Nervous System
3217,ZIM2,ZIM2,Paternal,rs7254537-<b>?</b> x rs17666-<b>?</b>,3 x 10-10,,NR,'-,'-,'-,"ZNF71, ZIM2-AS1 x DPYSL2",Total PHF-tau (SNP x SNP interaction),PHF-tau measurement,GCST010340,19:56615673|8:26657942,Nervous System
3218,ZIM2,ZIM2,Paternal,rs115442558-<b>?</b>,7 x 10-6,,NR,1.26,'-,[1.14-1.39],"ZNF71, ZIM2-AS1",Non-lobar intracerebral hemorrhage (MTAG),non-lobar intracerebral hemorrhage,GCST008876,19:56617586,Nervous System
3227,ZIM2,ZIM2-AS1,Paternal,rs10520571-<b>?</b> x rs7250785-<b>?</b>,2 x 10-9,,NR,'-,'-,'-,"ADAMTSL3 x ZNF71, ZIM2-AS1",Total PHF-tau (SNP x SNP interaction),PHF-tau measurement,GCST010340,15:83947580|19:56615360,Nervous System
3228,ZIM2,ZIM2-AS1,Paternal,rs7250785-<b>?</b> x rs12642242-<b>?</b>,2 x 10-9,,NR,'-,'-,'-,"ZNF71, ZIM2-AS1 x AC096773.1 - AC093772.1",Total PHF-tau (SNP x SNP interaction),PHF-tau measurement,GCST010340,19:56615360|4:127094149,Nervous System
3229,ZIM2,ZIM2-AS1,Paternal,rs7254537-<b>?</b> x rs7997628-<b>?</b>,1 x 10-9,,NR,'-,'-,'-,"ZNF71, ZIM2-AS1 x DCT - TGDS",Total PHF-tau (SNP x SNP interaction),PHF-tau measurement,GCST010340,19:56615673|13:94565598,Nervous System
3230,ZIM2,ZIM2-AS1,Paternal,rs7254537-<b>?</b> x rs678113-<b>?</b>,5 x 10-9,,NR,'-,'-,'-,"ZNF71, ZIM2-AS1 x IGDCC3",Total PHF-tau (SNP x SNP interaction),PHF-tau measurement,GCST010340,19:56615673|15:65365146,Nervous System
3231,ZIM2,ZIM2-AS1,Paternal,rs7254537-<b>?</b> x rs243018-<b>?</b>,1 x 10-9,,NR,'-,'-,'-,"ZNF71, ZIM2-AS1 x AC007381.1",Total PHF-tau (SNP x SNP interaction),PHF-tau measurement,GCST010340,19:56615673|2:60359572,Nervous System
3232,ZIM2,ZIM2-AS1,Paternal,rs7254537-<b>?</b> x rs17666-<b>?</b>,3 x 10-10,,NR,'-,'-,'-,"ZNF71, ZIM2-AS1 x DPYSL2",Total PHF-tau (SNP x SNP interaction),PHF-tau measurement,GCST010340,19:56615673|8:26657942,Nervous System
3233,ZIM2,ZIM2-AS1,Paternal,rs115442558-<b>?</b>,7 x 10-6,,NR,1.26,'-,[1.14-1.39],"ZNF71, ZIM2-AS1",Non-lobar intracerebral hemorrhage (MTAG),non-lobar intracerebral hemorrhage,GCST008876,19:56617586,Nervous System
3826,ZFAT-AS1,ZFAT-AS1,Paternal,rs1036819-<b>C</b>,5 x 10-9,,0.261,'-,'-,'-,"ZFAT-AS1, ZFAT",Cerebrospinal fluid t-tau:AB1-42 ratio,t-tau:beta-amyloid 1-42 ratio measurement,GCST007130,8:134599702,Nervous System
3841,FAM50B,FAM50B,Paternal,rs11242880-<b>?</b>,1 x 10-6,,'-,'-,'-,'-,"FAM50B, PXDC1",Isthmus-cingulate cortex volume,isthmus cingulate cortex volume measurement,GCST009212,6:3769511,Nervous System
3844,PXDC1,PXDC1,Paternal,rs11242880-<b>?</b>,1 x 10-6,,'-,'-,'-,'-,"FAM50B, PXDC1",Isthmus-cingulate cortex volume,isthmus cingulate cortex volume measurement,GCST009212,6:3769511,Nervous System
137,DIO3,DIO3OS,Paternal,"rs10142332-<b>G</b>, rs12435279-<b>C</b>, rs12586651-<b>T</b>",3 x 10-7,,0.155,'-,'-,'-,AL049836.2 - DIO3OS; AL049836.2 - DIO3OS; AL049836.2 - DIO3OS,Core binding factor acute myeloid leukemia,acute myeloid leukemia,GCST008413,14:101519289|14:101522626|14:101519591,Orthopaedic
172,DLGAP2,DLGAP2,Paternal,"rs4876094-<b>C</b>, rs10111688-<b>T</b>",1 x 10-7,,0.185,'-,'-,'-,DLGAP2; DLGAP2,Core binding factor acute myeloid leukemia,acute myeloid leukemia,GCST008413,8:1309780|8:1310504,Orthopaedic
173,DLGAP2,DLGAP2,Paternal,"rs4876094-<b>C</b>, rs10111688-<b>C</b>",4 x 10-7,,0.355,'-,'-,'-,DLGAP2; DLGAP2,Core binding factor acute myeloid leukemia,acute myeloid leukemia,GCST008413,8:1309780|8:1310504,Orthopaedic
501,GLI3,GLI3,Paternal,"rs10279985-<b>T</b>, rs4724101-<b>C</b>, rs7790090-<b>T</b>, rs3801234-<b>C</b>, rs6949528-<b>G</b>, rs3801236-<b>C</b>, rs6955604-<b>G</b>",3 x 10-10,,0,'-,'-,'-,GLI3; GLI3; GLI3; GLI3; GLI3; GLI3; GLI3,Core binding factor acute myeloid leukemia,acute myeloid leukemia,GCST008413,7:42232361|7:42230723|7:42232050|7:42217585|7:42222253|7:42221225|7:42217285,Orthopaedic
502,GLI3,GLI3,Paternal,"rs10279985-<b>T</b>, rs4724101-<b>C</b>, rs7790090-<b>T</b>, rs3801234-<b>C</b>, rs6949528-<b>A</b>, rs3801236-<b>C</b>, rs6955604-<b>G</b>",2 x 10-6,,0.123,'-,'-,'-,GLI3; GLI3; GLI3; GLI3; GLI3; GLI3; GLI3,Core binding factor acute myeloid leukemia,acute myeloid leukemia,GCST008413,7:42232361|7:42230723|7:42232050|7:42217585|7:42222253|7:42221225|7:42217285,Orthopaedic
632,GLIS3,GLIS3,Paternal,rs564816-<b>C</b>,3 x 10-7,,0.04,'-,'-,[NR],GLIS3,Methotrexate phramacokinetics (acute lymphoblastic leukemia),response to antineoplastic agent,GCST000523,9:4015370,Orthopaedic
887,HECW1,HECW1,Paternal,"rs17207421-<b>A</b>, rs11979957-<b>A</b>, rs2240983-<b>G</b>, rs12702043-<b>A</b>, rs1860755-<b>G</b>, rs17801421-<b>A</b>, rs2024269-<b>T</b>",3 x 10-15,,0.011,'-,'-,'-,HECW1; HECW1; HECW1; HECW1; HECW1; HECW1; HECW1,Core binding factor acute myeloid leukemia,acute myeloid leukemia,GCST008413,7:43435480|7:43441841|7:43441038|7:43441857|7:43434275|7:43434488|7:43434218,Orthopaedic
