ID,Imprinted Gene,Gene,Paternal/Maternal,Variant and risk allele,P-value,P-value annotation,RAF,OR,Beta,CI,Mapped gene,Reported trait,Trait(s),Study accession,Location,Grouping
2809,SLC22A3*,SLC22A3*,Maternal,rs9457925-<b>A</b>,4 x 10-12,,0.02,'-,0.06608 unit decrease,[0.047-0.085],SLC22A3,Parental longevity (father's age at death),parental longevity,GCST009447,6:160427711,Longevity
1225,HOXA4,HOXA4,Maternal,rs1801085-<b>G</b>,1 x 10-11,,0.091,1.45,'-,[NR],"HOXA4, HOXA-AS2, AC004080.6, HOXA3",Hypospadias,hypospadias,GCST002563,7:27128971,Male Reproductive System
2415,NTM,NTM,Maternal,rs433406-<b>G</b>,3 x 10-6,"(Birth rate, additive)",0.47,'-,'-,'-,NTM,Male fertility,"birth rate, male fertility",GCST001540,11:131501125,Male Reproductive System
2682,SLC22A18,SLC22A18,Maternal,rs440150-<b>G</b>,2 x 10-8,,0.0934089,'-,0.0256632 unit increase,[0.016-0.035],SLC22A18,Total testosterone levels,testosterone measurement,GCST90012112,11:2915427,Male Reproductive System
2725,SLC22A2*,SLC22A2*,Maternal,rs381194-<b>G</b>,5 x 10-8,,0.528176,'-,0.0127199 unit increase,[0.0078-0.0177],"SLC22A3, SLC22A2",Bioavailable testosterone levels,testosterone measurement,GCST90012102,6:160291162,Male Reproductive System
2726,SLC22A2*,SLC22A2*,Maternal,rs520829-<b>G</b>,2 x 10-16,,0.475492,'-,0.0100721 unit increase,[0.0075-0.0126],"SLC22A2, SLC22A3",Total testosterone levels,testosterone measurement,GCST90012114,6:160346873,Male Reproductive System
2810,SLC22A3*,SLC22A3*,Maternal,rs381194-<b>G</b>,5 x 10-8,,0.528176,'-,0.0127199 unit increase,[0.0078-0.0177],"SLC22A3, SLC22A2",Bioavailable testosterone levels,testosterone measurement,GCST90012102,6:160291162,Male Reproductive System
2811,SLC22A3*,SLC22A3*,Maternal,rs520829-<b>G</b>,2 x 10-16,,0.475492,'-,0.0100721 unit increase,[0.0075-0.0126],"SLC22A2, SLC22A3",Total testosterone levels,testosterone measurement,GCST90012114,6:160346873,Male Reproductive System
2814,SLC22A3*,SLC22A3*,Maternal,rs9364554-<b>T</b>,5 x 10-33,,0.28,1.11,'-,[1.09-1.13],SLC22A3,Prostate cancer,prostate carcinoma,GCST006085,6:160412632,Male Reproductive System
2815,SLC22A3*,SLC22A3*,Maternal,rs9364554-<b>T</b>,6 x 10-12,,0.279,1.14,'-,[1.10-1.18],SLC22A3,Prostate cancer,prostate carcinoma,GCST002944,6:160412632,Male Reproductive System
2816,SLC22A3*,SLC22A3*,Maternal,rs9364554-<b>T</b>,6 x 10-10,,0.29,1.17,'-,[1.08-1.26],SLC22A3,Prostate cancer,prostate carcinoma,GCST000152,6:160412632,Male Reproductive System
2818,SLC22A3*,SLC22A3*,Maternal,rs12194182-<b>C</b>,4 x 10-13,,NR,1.1188185,'-,NR,SLC22A3,Prostate cancer,prostate carcinoma,GCST90011808,6:160413483,Male Reproductive System
2820,SLC22A3*,SLC22A3*,Maternal,rs7758229-<b>T</b>,4 x 10-12,,0.31,1.15,'-,[1.10‐1.20],SLC22A3,Prostate cancer,prostate carcinoma,GCST002890,6:160419220,Male Reproductive System
2821,SLC22A3*,SLC22A3*,Maternal,rs3123636-<b>C</b>,3 x 10-9,,0.356,1.37,'-,[1.23-1.51],SLC22A3,Prostate cancer,prostate carcinoma,GCST003586,6:160421505,Male Reproductive System
2822,SLC22A3*,SLC22A3*,Maternal,rs9351730-<b>?</b> x rs9364554-<b>?</b>,5 x 10-6,,NR,1.25,'-,[1.13-1.37],AL606923.2 - AL606923.1 x SLC22A3,Prostate cancer (SNP x SNP interaction),prostate carcinoma,GCST001370,6:68584593|6:160412632,Male Reproductive System
1951,KLF14,KLF14,Maternal,rs11762784-<b>A</b>,2 x 10-17,(EA),NR,'-,'-,'-,"AC016831.5, KLF14",Triglyceride levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df),"triglyceride measurement, alcohol consumption measurement",GCST008074,7:130739885,Mental or Behavioural Disorder
1953,KLF14,KLF14,Maternal,rs11762784-<b>A</b>,1 x 10-6,(Hispanic),NR,'-,'-,'-,"AC016831.5, KLF14",Triglyceride levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df),"triglyceride measurement, alcohol consumption measurement",GCST008074,7:130739885,Mental or Behavioural Disorder
1954,KLF14,KLF14,Maternal,rs11762784-<b>A</b>,6 x 10-25,,NR,'-,'-,'-,"AC016831.5, KLF14",Triglyceride levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df),"triglyceride measurement, alcohol consumption measurement",GCST008074,7:130739885,Mental or Behavioural Disorder
1957,KLF14,KLF14,Maternal,rs11762784-<b>A</b>,4 x 10-23,,NR,'-,'-,'-,"AC016831.5, KLF14",Triglyceride levels x alcohol consumption (drinkers vs non-drinkers) interaction (2df),"triglyceride measurement, alcohol drinking",GCST008083,7:130739885,Mental or Behavioural Disorder
1960,KLF14,KLF14,Maternal,rs11762784-<b>A</b>,1 x 10-15,(EA),NR,'-,'-,'-,"AC016831.5, KLF14",Triglyceride levels x alcohol consumption (drinkers vs non-drinkers) interaction (2df),"triglyceride measurement, alcohol drinking",GCST008083,7:130739885,Mental or Behavioural Disorder
1961,KLF14,KLF14,Maternal,rs11762784-<b>A</b>,2 x 10-6,(Hispanic),NR,'-,'-,'-,"AC016831.5, KLF14",Triglyceride levels x alcohol consumption (drinkers vs non-drinkers) interaction (2df),"triglyceride measurement, alcohol drinking",GCST008083,7:130739885,Mental or Behavioural Disorder
2078,KLF14,KLF14,Maternal,rs11762784-<b>A</b>,3 x 10-30,(EA),NR,'-,'-,'-,"AC016831.5, KLF14",HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df),"alcohol consumption measurement, high density lipoprotein cholesterol measurement",GCST008075,7:130739885,Mental or Behavioural Disorder
2079,KLF14,KLF14,Maternal,rs11762784-<b>A</b>,6 x 10-32,,NR,'-,'-,'-,"AC016831.5, KLF14",HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df),"alcohol consumption measurement, high density lipoprotein cholesterol measurement",GCST008075,7:130739885,Mental or Behavioural Disorder
2080,KLF14,KLF14,Maternal,rs11762784-<b>A</b>,6 x 10-37,,NR,'-,'-,'-,"AC016831.5, KLF14",HDL cholesterol levels x alcohol consumption (drinkers vs non-drinkers) interaction (2df),"alcohol drinking, high density lipoprotein cholesterol measurement",GCST008084,7:130739885,Mental or Behavioural Disorder
2081,KLF14,KLF14,Maternal,rs11762784-<b>A</b>,1 x 10-31,(EA),NR,'-,'-,'-,"AC016831.5, KLF14",HDL cholesterol levels x alcohol consumption (drinkers vs non-drinkers) interaction (2df),"alcohol drinking, high density lipoprotein cholesterol measurement",GCST008084,7:130739885,Mental or Behavioural Disorder
8,ADTRP,ADTRP,Maternal,rs210918-<b>A</b>,5 x 10-6,,0.784,'-,0.018969879 unit decrease,[0.011-0.027],"AL022724.1, ADTRP",Neuroticism,neuroticism measurement,GCST003770,6:11711582,Mental or Behavioural Disorder
9,ADTRP,ADTRP,Maternal,rs210915-<b>T</b>,2 x 10-10,,0.805032828,'-,0.009374047 unit decrease,[0.0065-0.0123],ADTRP,Positive affect,wellbeing measurement,GCST007338,6:11712110,Mental or Behavioural Disorder
10,ADTRP,ADTRP,Maternal,rs210915-<b>T</b>,6 x 10-10,,0.805032828,'-,0.009881952 unit decrease,[0.0067-0.013],ADTRP,Life satisfaction,wellbeing measurement,GCST007337,6:11712110,Mental or Behavioural Disorder
11,ADTRP,ADTRP,Maternal,rs210915-<b>T</b>,1 x 10-10,,0.805032828,'-,0.012211247 unit decrease,[0.0085-0.0159],ADTRP,Neuroticism,neuroticism measurement,GCST007339,6:11712110,Mental or Behavioural Disorder
12,ADTRP,ADTRP,Maternal,rs210915-<b>T</b>,6 x 10-10,,0.805032828,'-,0.007673362 unit decrease,[0.0052-0.0101],ADTRP,Depressive symptoms,depressive symptom measurement,GCST007340,6:11712110,Mental or Behavioural Disorder
13,ADTRP,ADTRP,Maternal,rs210914-<b>C</b>,4 x 10-11,,0.806752311,'-,0.0076946197 unit decrease,[0.0054-0.01],ADTRP,Well-being spectrum (multivariate analysis),wellbeing measurement,GCST007341,6:11714917,Mental or Behavioural Disorder
14,ADTRP,ADTRP,Maternal,rs210899-<b>?</b>,4 x 10-8,,NR,'-,'-,'-,"ADTRP, AL022724.3",Social science traits (pleiotropy) (HIPO component 1),"neuroticism measurement, wellbeing measurement, depressive symptom measurement",GCST006665,6:11727825,Mental or Behavioural Disorder
15,ADTRP,ADTRP,Maternal,rs210894-<b>T</b>,4 x 10-7,,0.548,1.068,'-,[NR],"AL022724.3, ADTRP",Autism spectrum disorder,autism spectrum disorder,GCST007556,6:11731766,Mental or Behavioural Disorder
16,ADTRP,ADTRP,Maternal,rs172404-<b>A</b>,2 x 10-9,,0.6073,'-,0.0113 unit increase,[0.0076-0.015],ADTRP,Subjective well-being (MTAG),wellbeing measurement,GCST005325,6:11734031,Mental or Behavioural Disorder
17,ADTRP,ADTRP,Maternal,rs10947543-<b>G</b>,3 x 10-8,,0.5876,'-,0.0128 unit decrease,[0.0083-0.0173],ADTRP,Subjective well-being,wellbeing measurement,GCST005328,6:11750897,Mental or Behavioural Disorder
48,ATP10A,ATP10A,Maternal,rs72699765-<b>A</b>,5 x 10-7,(Hispanic),0.11,'-,0.029 unit increase,[0.017-0.041],"AC023449.1, ATP10A",Obstructive sleep apnea trait (average respiratory event duration),"sleep apnea measurement, obstructive sleep apnea",GCST003675,15:25584050,Mental or Behavioural Disorder
277,DLX5,DLX5,Maternal,rs75290158-<b>A</b>,8 x 10-7,(between families),NR,'-,4.943 unit increase,'-,DLX5,Alzheimer disease and age of onset,"Alzheimer's disease, age at onset",GCST003427,7:97023147,Mental or Behavioural Disorder
1906,KCNQ1,KCNQ1,Maternal,rs800336-<b>G</b>,4 x 10-6,,0.2504,'-,0.0558322 unit increase,NR,KCNQ1,Depressive symptoms x independent stressful life events interaction (1df test),"depressive symptom measurement, stressful life event measurement",GCST007412,11:2451901,Mental or Behavioural Disorder
1907,KCNQ1,KCNQ1,Maternal,rs116949162-<b>G</b>,1 x 10-6,,0.9857409,1.1350738,'-,[1.08-1.19],KCNQ1,Trauma exposure in major depressive disorder,"unipolar depression, response to trauma exposure",GCST009983,11:2495782,Mental or Behavioural Disorder
2318,MAGI2,MAGI2,Maternal,rs1034797-<b>G</b>,5 x 10-6,,0.08,3.84,'-,[3.27-4.41],"MAGI2-AS3, NUP35P2",Memory dysfunction in frontotemporal lobe dementia,"memory impairment, Frontotemporal dementia",GCST006151,7:79474577,Mental or Behavioural Disorder
2321,MAGI2,MAGI2,Maternal,rs17150687-<b>C</b>,3 x 10-6,"(Bupropion, Sexual side effects)",0.02,'-,'-,'-,"AC006043.1, MAGI2",Response to anti-depressant treatment in major depressive disorder,"antidepressant-induced sexual dysfunction, response to bupropion, response to antidepressant",GCST001308,7:78413974,Mental or Behavioural Disorder
2324,MAGI2,MAGI2,Maternal,rs7802996-<b>T</b>,9 x 10-10,,0.166,'-,0.00887691 unit decrease,[0.006-0.0117],MAGI2,Smoking initiation (ever regular vs never regular) (MTAG),smoking status measurement,GCST007468,7:78142666,Mental or Behavioural Disorder
2325,MAGI2,MAGI2,Maternal,rs7802996-<b>T</b>,1 x 10-9,,0.166,'-,0.020884689 unit decrease,[0.014-0.028],MAGI2,Smoking initiation (ever regular vs never regular),smoking status measurement,GCST007474,7:78142666,Mental or Behavioural Disorder
2326,MAGI2,MAGI2,Maternal,rs62468774-<b>A</b>,8 x 10-9,,0.869,'-,0.0101 unit decrease,[0.0066-0.0136],"MAGI2, AC006043.1",General risk tolerance (MTAG),risk-taking behaviour,GCST007325,7:78419425,Mental or Behavioural Disorder
2327,MAGI2,MAGI2,Maternal,rs1030015-<b>T</b>,6 x 10-8,,0.52,'-,0.00585017 unit increase,[0.0037-0.008],MAGI2,Smoking initiation (ever regular vs never regular) (MTAG),smoking status measurement,GCST007468,7:78510264,Mental or Behavioural Disorder
2328,MAGI2,MAGI2,Maternal,rs1030015-<b>T</b>,2 x 10-8,(Conditioned on chr7:77771983),0.519564,'-,0.014289635 unit increase,[0.0093-0.0193],MAGI2,Smoking initiation (ever regular vs never regular),smoking status measurement,GCST007474,7:78510264,Mental or Behavioural Disorder
2329,MAGI2,MAGI2,Maternal,rs323167-<b>C</b>,4 x 10-8,,NR,1.0570824,'-,[1.04-1.08],MAGI2,Schizophrenia,schizophrenia,GCST004946,7:78707361,Mental or Behavioural Disorder
2330,MAGI2,MAGI2,Maternal,rs323167-<b>C</b>,3 x 10-6,(East Asian),NR,1.103,'-,[1.06-1.14],MAGI2,Schizophrenia,schizophrenia,GCST007201,7:78707361,Mental or Behavioural Disorder
2331,MAGI2,MAGI2,Maternal,rs4727751-<b>T</b>,1 x 10-6,,NR,1.05,'-,[NR],MAGI2,Schizophrenia,schizophrenia,GCST003048,7:78707618,Mental or Behavioural Disorder
2332,MAGI2,MAGI2,Maternal,rs323169-<b>?</b>,3 x 10-8,,NR,1.054641,'-,[1.04-1.07],MAGI2,Schizophrenia,schizophrenia,GCST009337,7:78708384,Mental or Behavioural Disorder
2333,MAGI2,MAGI2,Maternal,rs73135595-<b>C</b>,1 x 10-8,,0.0439,'-,0.0150441 unit decrease,[0.0098-0.0202],MAGI2,Smoking initiation (ever regular vs never regular) (MTAG),smoking status measurement,GCST007468,7:78776093,Mental or Behavioural Disorder
2334,MAGI2,MAGI2,Maternal,rs535355-<b>G</b>,7 x 10-7,,0.377677,1.1547344,'-,[1.1-1.21],MAGI2,Major depressive disorder in trauma-unexposed individuals,unipolar depression,GCST009981,7:78841329,Mental or Behavioural Disorder
2347,MAGI2,MAGI2-AS3,Maternal,rs1034797-<b>G</b>,5 x 10-6,,0.08,3.84,'-,[3.27-4.41],"MAGI2-AS3, NUP35P2",Memory dysfunction in frontotemporal lobe dementia,"memory impairment, Frontotemporal dementia",GCST006151,7:79474577,Mental or Behavioural Disorder
2360,MEG8,MEG8,Maternal,rs2180386-<b>A</b>,7 x 10-6,,0.38,'-,0.21 unit decrease,[NR],"RTL1, MEG8, AL117190.1",Developmental language disorder (linguistic errors),"linguistic error measurement, specific language impairment",GCST003397,14:100898928,Mental or Behavioural Disorder
2401,NTM,NTM,Maternal,rs35974940-<b>T</b>,1 x 10-6,,'-,'-,3.2303 unit increase,[1.92-4.54],NTM,Aggressiveness in attention deficit hyperactivity disorder,"attention deficit hyperactivity disorder, aggressive behaviour measurement, childhood aggressive behaviour measurement",GCST003473,11:131375192,Mental or Behavioural Disorder
2406,NTM,NTM,Maternal,rs1550972-<b>?</b>,1 x 10-8,,NR,'-,0.0118359495 unit decrease,[0.0078-0.0159],NTM,"Cognitive ability, years of educational attainment or schizophrenia (pleiotropy)","schizophrenia, intelligence, self reported educational attainment",GCST008595,11:131421915,Mental or Behavioural Disorder
2429,NTM,NTM,Maternal,rs10791143-<b>G</b>,2 x 10-11,,0.62,'-,0.0074861 unit increase,[0.0053-0.0097],NTM,Mental health study participation (completed survey),health study participation,GCST008550,11:131408781,Mental or Behavioural Disorder
2430,NTM,NTM,Maternal,rs1448355-<b>?</b>,1 x 10-10,,'-,'-,0.0146118 unit decrease,[0.01-0.019],NTM,Leisure sedentary behaviour (computer use),lifestyle measurement,GCST010085,11:131416791,Mental or Behavioural Disorder
2431,NTM,NTM,Maternal,rs7108020-<b>C</b>,9 x 10-12,,0.36,0.97,'-,"[0.96, 0.98]",NTM,Acceptance of an invitation to participate in a mental health questionnaire,health study participation,GCST90012792,11:131419926,Mental or Behavioural Disorder
2432,NTM,NTM,Maternal,rs1448354-<b>G</b>,5 x 10-8,,NR,'-,0.0069314 unit increase,[0.0044-0.0094],NTM,Mental health study participation (completed survey),health study participation,GCST008550,11:131426671,Mental or Behavioural Disorder
2433,NTM,NTM,Maternal,rs35659386-<b>A</b>,9 x 10-6,,NR,1.07,'-,[NR],NTM,Schizophrenia,schizophrenia,GCST003048,11:131430474,Mental or Behavioural Disorder
2434,NTM,NTM,Maternal,rs1550976-<b>?</b>,2 x 10-6,,0.33,'-,'-,'-,NTM,Asperger disorder,Asperger syndrome,GCST000904,11:131450176,Mental or Behavioural Disorder
2435,NTM,NTM,Maternal,rs992564-<b>?</b>,4 x 10-6,,NR,1.6221,'-,[NR],NTM,Bipolar disorder and schizophrenia,mental or behavioural disorder,GCST000821,11:131466180,Mental or Behavioural Disorder
2436,NTM,NTM,Maternal,rs10750486-<b>A</b>,3 x 10-8,,0.498564,'-,5.546 unit increase,'-,NTM,Feeling worry,worry measurement,GCST006950,11:131594022,Mental or Behavioural Disorder
2437,NTM,NTM,Maternal,rs75038630-<b>A</b>,1 x 10-7,"(mYscore, binary)",0.06,2.09,'-,'-,"NTM, AP000844.2",Food addiction,"eating behaviour, food addiction measurement",GCST003489,11:131888434,Mental or Behavioural Disorder
2438,NTM,NTM,Maternal,rs75038630-<b>A</b>,5 x 10-6,"(mYscore, continuous, adjusted for BMI)",0.06,'-,0.19 unit increase,[0.11-0.27],"NTM, AP000844.2",Food addiction,"eating behaviour, food addiction measurement",GCST003489,11:131888434,Mental or Behavioural Disorder
2439,NTM,NTM,Maternal,rs1106363-<b>T</b>,2 x 10-8,,0.343,'-,0.00861905 unit decrease,[0.0056-0.0116],NTM,Age of smoking initiation (MTAG),smoking initiation,GCST007462,11:132096370,Mental or Behavioural Disorder
2440,NTM,NTM,Maternal,rs1106363-<b>T</b>,9 x 10-11,(Conditioned on chr11:132098205),0.344579,'-,0.017374555 unit increase,[0.012-0.023],NTM,Smoking initiation (ever regular vs never regular),smoking status measurement,GCST007474,11:132096370,Mental or Behavioural Disorder
2441,NTM,NTM,Maternal,rs1106363-<b>T</b>,3 x 10-12,,0.345,'-,0.00793514 unit increase,[0.0057-0.0102],NTM,Smoking initiation (ever regular vs never regular) (MTAG),smoking status measurement,GCST007468,11:132096370,Mental or Behavioural Disorder
2442,NTM,NTM,Maternal,rs74802478-<b>?</b>,4 x 10-9,,'-,'-,0.0166419 unit increase,[0.011-0.022],NTM,Leisure sedentary behaviour (television watching),lifestyle measurement,GCST010084,11:132097013,Mental or Behavioural Disorder
2443,NTM,NTM,Maternal,rs1449435-<b>A</b>,2 x 10-8,,0.4232,'-,0.012346945 unit increase,[0.008-0.0167],NTM,Smoking status (ever vs never smokers),smoking behavior,GCST007327,11:132219023,Mental or Behavioural Disorder
2444,NTM,NTM,Maternal,rs2010921-<b>A</b>,2 x 10-10,,0.311,'-,0.017429141 unit increase,[0.012-0.023],NTM,Smoking initiation (ever regular vs never regular),smoking status measurement,GCST007474,11:132228311,Mental or Behavioural Disorder
2445,NTM,NTM,Maternal,rs2010921-<b>?</b>,1 x 10-10,,NR,'-,'-,'-,NTM,Smoking status,smoking status measurement,GCST007085,11:132228311,Mental or Behavioural Disorder
2446,NTM,NTM,Maternal,rs2010921-<b>A</b>,1 x 10-13,,0.311,'-,0.0086703 unit increase,[0.0064-0.011],NTM,Smoking initiation (ever regular vs never regular) (MTAG),smoking status measurement,GCST007468,11:132228311,Mental or Behavioural Disorder
2447,NTM,NTM,Maternal,rs3099769-<b>A</b>,2 x 10-12,,0.4091,'-,0.014361975 unit increase,[0.01-0.018],NTM,Smoking status (ever vs never smokers),smoking behavior,GCST007327,11:132318528,Mental or Behavioural Disorder
2448,NTM,NTM,Maternal,rs662024-<b>G</b>,2 x 10-9,,'-,'-,0.0111769 unit decrease,[0.0075-0.0148],"NTM, AP000843.1",Biological sex,sex,GCST90013473,11:132343078,Mental or Behavioural Disorder
2567,PPP1R9A,PPP1R9A,Maternal,rs777583985-<b>?</b>,2 x 10-6,,NR,'-,0.0077314 unit increase,[0.0045-0.0109],"ARF1P1, PPP1R9A",Reaction time,reaction time measurement,GCST006268,7:94873152,Mental or Behavioural Disorder
2620,RB1,RB1,Maternal,rs544475121-<b>AT</b>,5 x 10-6,(AA),NR,'-,0.561 unit increase,'-,"LPAR6, RB1",Major depression and alcohol dependence,"unipolar depression, alcohol dependence",GCST005022,13:48442207,Mental or Behavioural Disorder
2621,RB1,RB1,Maternal,rs4151636-<b>G</b>,4 x 10-6,,0.0438058,1.136,'-,[1.08-1.19],RB1,Trauma exposure in major depressive disorder,"unipolar depression, response to trauma exposure",GCST009983,13:48482598,Mental or Behavioural Disorder
2631,RB1,RB1CC1,Maternal,rs35551581-<b>?</b>,4 x 10-6,,NR,1.600512,'-,NR,"NPBWR1, RB1CC1",Response to antidepressants (symptom remission),response to antidepressant,GCST007061,8:52844839,Mental or Behavioural Disorder
2733,SLC22A2*,SLC22A2*,Maternal,rs117901488-<b>T</b>,6 x 10-6,,NR,'-,0.2 unit increase,[0.12-0.28],SLC22A2,Recurrent major depressive disorder,unipolar depression,GCST005230,6:160182100,Mental or Behavioural Disorder
140,DIO3OS,DIO3OS,Maternal,rs11626434-<b>C</b>,2 x 10-16,,0.36,'-,0.053 unit increase,[0.039-0.067],"LINC02314, DIO3OS",Free thyroxine concentration,thyroxine measurement,GCST006896,14:101532106,Metabolism
869,H19,H19,Maternal,rs7482894-<b>T</b>,4 x 10-14,,0.65,'-,0.0147 unit increase,[0.011-0.019],"IGF2, H19",Urate levels,urate measurement,GCST011119,11:2100034,Metabolism
1892,KCNQ1,KCNQ1,Maternal,rs7130232-<b>?</b>,5 x 10-6,(anthranilic acid),NR,'-,1.1864697 unit increase,[0.68-1.69],KCNQ1,Metabolite levels,anthranilic acid measurement,GCST009391,11:2605561,Metabolism
1893,KCNQ1,KCNQ1,Maternal,rs2237878-<b>?</b>,1 x 10-6,(Lactic dehydrogenase),0.07,'-,'-,'-,KCNQ1,Protein quantitative trait loci,L lactate dehydrogenase measurement,GCST000189,11:2745052,Metabolism
1894,KCNQ1,KCNQ1,Maternal,rs60808706-<b>A</b>,6 x 10-9,(East Asian),0.3902,'-,0.0345 mg/dL increase,[0.023-0.046],KCNQ1,Urate levels,urate measurement,GCST008972,11:2836003,Metabolism
2070,KLF14,KLF14,Maternal,rs10260148-<b>T</b>,7 x 10-13,,0.27901,'-,0.0521287 unit increase,[0.038-0.066],"KLF14, AC016831.5",Metabolic syndrome,metabolic syndrome,GCST009602,7:130746210,Metabolism
2071,KLF14,KLF14,Maternal,rs13230111-<b>A</b>,6 x 10-11,,0.507651,'-,0.0136169 unit increase,[0.0095-0.0177],"AC016831.5, KLF14",Apolipoprotein B levels,apolipoprotein B measurement,GCST010243,7:130752365,Metabolism
2072,KLF14,KLF14,Maternal,rs1364422-<b>C</b>,5 x 10-35,,0.719852,'-,0.0270358 unit increase,[0.023-0.031],"AC016831.5, KLF14",Apolipoprotein A1 levels,apolipoprotein A 1 measurement,GCST010241,7:130761222,Metabolism
2301,MAGI2,MAGI2,Maternal,rs3807766-<b>?</b>,4 x 10-6,(EA),NR,'-,0.2122 unit decrease,[0.12-0.3],MAGI2,3-hydroxypropylmercapturic acid levels in smokers,"smoking behavior, 3-hydroxypropylmercapturic acid measurement",GCST002956,7:78053573,Metabolism
2302,MAGI2,MAGI2,Maternal,rs13240161-<b>?</b>,8 x 10-6,(allantoin),NR,'-,0.18936239 unit decrease,[0.11-0.27],MAGI2,Metabolite levels,allantoin measurement,GCST009391,7:78175529,Metabolism
2398,NTM,NTM,Maternal,rs2658882-<b>?</b>,9 x 10-6,(total PUFA),NR,'-,'-,'-,"NTM-AS1, NTM",Serum polyunsaturated fatty acid concentration x sex interaction in metabolic syndrome,polyunsaturated fatty acid measurement,GCST010313,11:131645762,Metabolism
2399,NTM,NTM,Maternal,rs11827555-<b>?</b>,4 x 10-6,(AA),NR,4.84,'-,[3.74-5.94],NTM,Peripheral arterial disease (traffic-related air pollution interaction),"peripheral arterial disease, traffic air pollution measurement",GCST004482,11:131855008,Metabolism
2416,NTM,NTM,Maternal,rs11222660-<b>?</b>,1 x 10-7,(isoleucine),NR,'-,0.26215872 unit decrease,[0.16-0.36],NTM,Metabolite levels,isoleucine measurement,GCST009391,11:131473384,Metabolism
2417,NTM,NTM,Maternal,rs11222660-<b>?</b>,3 x 10-6,(leucine),NR,'-,0.23220143 unit decrease,[0.13-0.33],NTM,Metabolite levels,leucine measurement,GCST009391,11:131473384,Metabolism
2457,NTM,NTM-AS1,Maternal,rs2658882-<b>?</b>,9 x 10-6,(total PUFA),NR,'-,'-,'-,"NTM-AS1, NTM",Serum polyunsaturated fatty acid concentration x sex interaction in metabolic syndrome,polyunsaturated fatty acid measurement,GCST010313,11:131645762,Metabolism
2683,SLC22A18,SLC22A18,Maternal,rs450244-<b>T</b>,2 x 10-18,,0.0892726,'-,0.0302382 unit decrease,[0.023-0.037],SLC22A18,Apolipoprotein A1 levels,apolipoprotein A 1 measurement,GCST010241,11:2919262,Metabolism
2727,SLC22A2*,SLC22A2*,Maternal,rs316020-<b>?</b>,2 x 10-72,(X-12798),NR,'-,0.1748 unit decrease,[NR],SLC22A2,Serum metabolite levels,serum metabolite measurement,GCST006249,6:160248049,Metabolism
2728,SLC22A2*,SLC22A2*,Maternal,rs316020-<b>A</b>,3 x 10-286,(X-12798/phenylalanine),0.09,'-,0.183 unit decrease,[0.17-0.19],SLC22A2,Blood metabolite ratios,blood metabolite measurement,GCST002442,6:160248049,Metabolism
2729,SLC22A2*,SLC22A2*,Maternal,rs316019-<b>A</b>,2 x 10-259,(X-12798),0.09,'-,0.181 unit decrease,[0.17-0.19],SLC22A2,Blood metabolite levels,blood metabolite measurement,GCST002443,6:160249250,Metabolism
2711,SLC22A2*,SLC22A2*,Maternal,rs2279463-<b>G</b>,6 x 10-12,(eGFRcrea),0.12,'-,0.01 unit decrease,[0.009-0.017],SLC22A2,Chronic kidney disease,"creatinine measurement, chronic kidney disease",GCST000649,6:160247357,Metabolism
2812,SLC22A3*,SLC22A3*,Maternal,rs505870-<b>A</b>,5 x 10-11,,0.48,'-,0.012 unit decrease,[0.0084-0.0156],SLC22A3,Urate levels,urate measurement,GCST011119,6:160350331,Metabolism
2862,SMOC1,SMOC1,Maternal,rs12433177-<b>?</b>,6 x 10-6,(fructose; glucose; galactose),NR,'-,0.17460604 unit decrease,[0.099-0.25],SMOC1,Metabolite levels,"fructose measurement, glucose measurement, galactose measurement",GCST009391,14:69995644,Metabolism
2863,SMOC1,SMOC1,Maternal,rs7159934-<b>?</b>,6 x 10-7,(taurocholate),NR,'-,0.26817906 unit increase,[0.16-0.37],SMOC1,Metabolite levels,taurocholate measurement,GCST009391,14:70024736,Metabolism
40,ATP10A,ATP10A,Maternal,rs2291354-<b>A</b>,1 x 10-6,(EA),0.48,'-,'-,'-,ATP10A,Neuropathologic traits (pleiotropy),"brain infarction, neuritic plaque measurement, Lewy body dementia, cerebral amyloid angiopathy, neurofibrillary tangles measurement",GCST90012832,15:25707742,Nervous System
277,DLX5,DLX5,Maternal,rs75290158-<b>A</b>,8 x 10-7,(between families),NR,'-,4.943 unit increase,'-,DLX5,Alzheimer disease and age of onset,"Alzheimer's disease, age at onset",GCST003427,7:97023147,Nervous System
278,DLX5,DLX5,Maternal,rs62497458-<b>?</b>,7 x 10-6,,'-,'-,'-,'-,"SDHAF3, DLX5",Postcentral gyrus volume,postcentral gyrus volume measurement,GCST009215,7:97089777,Nervous System
872,H19,H19,Maternal,rs4529869-<b>A</b>,3 x 10-6,,0.5051,'-,0.0293 unit decrease,[0.017-0.042],"H19, IGF2",Periventricular white matter hyperintensities,white matter hyperintensity measurement,GCST010726,11:2123215,Nervous System
